,0,1,2,3,4,5,6,7,8,9,Y
0,0.03287776872464167,-0.03218360429638874,0.027755398109438716,0.16216349242494738,-0.02774838479103401,-0.03692623719135162,0.08934847890617116,-0.14917257921889782,-0.09814377623374196,0.013718240236795484,3.257643241946902
1,-0.005346207193986782,-0.0002474737332458475,0.00975561652878621,-0.03653245511345143,5.6588233799040235e-05,0.03434056156747245,-0.06002017681696213,0.01612348163755531,0.08747572953425327,-0.03090678038731521,0.9230617808658943
2,0.015212203533137195,-0.02369977324896238,0.14592636356399355,-0.09752711733463998,0.10416268962758925,0.0880878916021887,0.06659549928120288,-0.003328294221598895,0.0825267091933594,0.05449687938250222,11.204583031316707
3,0.01776888940981393,0.12115682055744406,0.14343512338611422,-0.14199233809360903,0.037391388349034715,0.04923886411005904,-0.10253663601526539,0.032537887794976614,-0.08209509252442695,-0.053015941713586916,9.166069835916204
4,-0.1117324087454715,0.05623325097734108,0.04567538740810644,-0.036601399982561886,0.10974007659004688,-0.10954556244758096,-0.010672137453623083,-0.05366113945106897,0.03993176221699349,-0.048394176570160874,-0.21132095680062296
5,0.09191698601223243,-0.040979601252030776,0.003032358349229429,0.05709214822562546,0.03242774145558122,0.029776440892779234,0.06282544979881119,0.05661144703667278,-0.04080151568971205,-0.06593517224822058,5.325299534251838
6,-0.031214206765362153,-0.011473264559697254,0.0511228718240477,-0.04095937449164368,0.08271524499534223,-0.0019607487772716663,-0.05119036911123092,0.08125413488194988,-0.03620210361338702,-0.028229548860892087,2.8962740567154963
7,0.09571178716405038,-0.005262295334360612,-0.15206813964179494,0.03449306400334096,-0.011108256772991675,-0.07217975421074439,-0.04611776782462295,-0.06733151436835616,-0.014460343448093119,-0.022295345784860983,-4.004484326605972
8,-0.01732448292959508,0.07497064222359354,0.046016540436015586,0.03218458228158039,-0.09249272718211594,0.021861737271211667,-0.12459984445445159,0.02749613424908793,0.16840986551168638,0.04167596993276807,4.095439667559933
9,-0.07269091371741669,0.1383748261741603,-0.009034510392288746,0.05748523510423868,0.007753699118862711,-0.02069374024489462,0.014327213124781593,0.07909977132170519,0.14913551284074328,-0.1672747186492184,-3.94101930499005
10,-0.0863173246552602,-0.09493389785195074,-0.029551391794882545,-0.019696894528579773,-0.01132459521915935,-0.004354632781326167,0.04333098510969114,0.005115160842029399,-0.0053956720506794465,-0.01693950280297872,-1.5865244141201638
11,0.11454966977374843,0.02991654514661057,0.05307086586887052,-0.008083002478047134,0.0003940205560808681,0.052574312705692926,-0.108448700862743,-0.012113715834071684,-0.09134845388217182,-0.07269578693845676,2.0067388265405643
12,-0.004229091672897087,0.0033449508946491145,-0.16360382274181176,-0.008579249380424755,0.10877237606921296,-0.04770077972682756,-0.06801691462061497,-0.011815628694767454,-0.10212890921793713,-0.006349947625487191,-7.905842592940755
13,-0.01425817141828644,-0.06353646873057338,0.006207105412399358,0.002991113010755468,-0.046373136086667016,-0.007443598266017204,-0.05642160238687608,-0.035482955985265754,0.10632259176583957,0.07578506110686681,5.037430189017526
14,-0.016340786923504828,-0.017201862112343504,0.05700403939594382,-0.11490918711735608,0.011672858914763039,0.10811632679076226,0.10187788459999184,0.06267527545666149,-0.013565163824484465,0.09657215257414936,7.357408184383206
15,-0.0631640993806609,0.060469438981088544,0.03299778398641703,0.07428867157482526,-0.050551070472500736,0.0019444083359920427,0.004731738588216532,0.009081067969003752,-0.013409945649566199,0.027957852436280572,-0.7614923829730673
16,0.12580127437649558,-0.012658484389241779,-0.020228488582418692,0.0015381637952662577,0.048927338076127445,-0.0914467326095387,0.11510594972851707,-0.06754202175045108,0.011773578648673852,-0.07344848925638138,4.80292322047673
17,-0.0995255231019874,0.03760023477636392,0.03391507419379544,0.05323894807444159,-0.0016631742906689367,0.0906359185288387,0.06368958184449622,-0.06426241353717439,0.15260295432809323,0.07391722952932257,5.455702444669447
18,-0.03758514493800345,-0.023298035944496902,-0.020058702304508978,0.062220705412635115,0.00612259547561941,0.07365912678243049,-0.06068978699088824,-0.05609767544290619,-0.06415873702532714,0.045065391417844734,2.9754620935428586
